"NATMON_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","GRD","Grenada","2014","2014",597,"‡","UIS Estimation"
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","ARE","United Arab Emirates","2015","2015",420079,"‡","UIS Estimation"
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","BOL","Bolivia (Plurinational State of)","2015","2015",59262,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","40606","Africa (Sub-Saharan) ","2014","2014",119192720,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","40606","Africa (Sub-Saharan) ","2015","2015",120489862,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","40606","Africa (Sub-Saharan) ","2016","2016",121308527,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","40606","Africa (Sub-Saharan) ","2017","2017",123638339,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","40606","Africa (Sub-Saharan) ","2018","2018",125363821,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","40606","Africa (Sub-Saharan) ","2019","2019",127406426,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","LBN","Lebanon","2018","2018",102730,"‡","UIS Estimation"
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","SAU","Saudi Arabia","2017","2017",130246,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","40630","Latin America and the Caribbean","2014","2014",32151243,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","40630","Latin America and the Caribbean","2015","2015",31796735,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","40630","Latin America and the Caribbean","2016","2016",30098880,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","40630","Latin America and the Caribbean","2017","2017",29985384,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","40630","Latin America and the Caribbean","2018","2018",29655986,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","40630","Latin America and the Caribbean","2019","2019",27969226,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","BDI","Burundi","2014","2014",858293,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","BDI","Burundi","2017","2017",871156,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","CIV","Côte d'Ivoire","2014","2014",2044160,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","CIV","Côte d'Ivoire","2018","2018",2222032,"‡","UIS Estimation"
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","ESP","Spain","2014","2014",107153,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","ESP","Spain","2015","2015",102630,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","ESP","Spain","2016","2016",95492,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","ESP","Spain","2018","2018",88390,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","BRN","Brunei Darussalam","2018","2018",203,"‡","UIS Estimation"
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","40515","East Asia and the Pacific","2014","2014",63274450,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","40515","East Asia and the Pacific","2015","2015",61512368,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","40515","East Asia and the Pacific","2016","2016",60061247,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","40515","East Asia and the Pacific","2017","2017",58042064,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","40515","East Asia and the Pacific","2018","2018",56257559,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","40515","East Asia and the Pacific","2019","2019",54692202,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","MLI","Mali","2015","2015",2455401,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","MLI","Mali","2018","2018",2657848,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","SLE","Sierra Leone","2018","2018",229064,"‡","UIS Estimation"
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","TON","Tonga","2018","2018",228,"‡","UIS Estimation"
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","VEN","Venezuela (Bolivarian Republic of)","2015","2015",101418,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","VEN","Venezuela (Bolivarian Republic of)","2016","2016",89999,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","SRB","Serbia","2016","2016",85928,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","ALB","Albania","2018","2018",8648,"‡","UIS Estimation"
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","40675","World","2014","2014",195071815,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","40675","World","2015","2015",192559986,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","40675","World","2016","2016",191335659,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","40675","World","2017","2017",192538444,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","40675","World","2018","2018",192447033,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","40675","World","2019","2019",192120106,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","MNG","Mongolia","2018","2018",19520,"‡","UIS Estimation"
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","BLR","Belarus","2018","2018",7381,"‡","UIS Estimation"
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","KHM","Cambodia","2014","2014",1646783,,
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","KHM","Cambodia","2015","2015",1498748,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","NER","Niger","2018","2018",2439788,"‡","UIS Estimation"
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","PRY","Paraguay","2014","2014",73647,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","PRY","Paraguay","2015","2015",64190,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","PRY","Paraguay","2016","2016",79602,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","PRY","Paraguay","2018","2018",76341,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","40043","Upper middle income countries","2014","2014",33878786,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","40043","Upper middle income countries","2015","2015",36610969,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","40043","Upper middle income countries","2016","2016",31555972,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","40043","Upper middle income countries","2017","2017",32168448,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","40043","Upper middle income countries","2018","2018",35659115,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","40043","Upper middle income countries","2019","2019",34294539,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","40619","Asia (Eastern and South-eastern)","2014","2014",27184173,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","40619","Asia (Eastern and South-eastern)","2015","2015",25638812,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","40619","Asia (Eastern and South-eastern)","2016","2016",25153306,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","40619","Asia (Eastern and South-eastern)","2017","2017",24261338,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","40619","Asia (Eastern and South-eastern)","2018","2018",23754203,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","40619","Asia (Eastern and South-eastern)","2019","2019",23087282,,
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","TUR","Turkey","2014","2014",1180469,,
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","TUR","Turkey","2015","2015",1137485,,
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","TUR","Turkey","2016","2016",1072236,,
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","TUR","Turkey","2017","2017",992371,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","CHL","Chile","2015","2015",97679,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","CHL","Chile","2017","2017",132465,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","MRT","Mauritania","2017","2017",308291,"‡","UIS Estimation"
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","40030","Middle income countries","2014","2014",385603383,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","40030","Middle income countries","2015","2015",385145087,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","40030","Middle income countries","2016","2016",376814207,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","40030","Middle income countries","2017","2017",373613235,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","40030","Middle income countries","2018","2018",376504053,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","40030","Middle income countries","2019","2019",372866929,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","ROU","Romania","2018","2018",119609,"‡","UIS Estimation"
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","TKM","Turkmenistan","2014","2014",7838,"‡","UIS Estimation"
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","CHN","China","2018","2018",37038398,"‡","UIS Estimation"
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","MOZ","Mozambique","2015","2015",6479346,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","MOZ","Mozambique","2017","2017",6177964,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","40334","Least Developed Countries","2014","2014",87385325,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","40334","Least Developed Countries","2015","2015",87113031,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","40334","Least Developed Countries","2016","2016",84400834,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","40334","Least Developed Countries","2017","2017",85409872,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","40334","Least Developed Countries","2018","2018",86578807,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","40334","Least Developed Countries","2019","2019",87756356,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","TCD","Chad","2015","2015",185453,"‡","UIS Estimation"
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","TCD","Chad","2016","2016",187212,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","MDG","Madagascar","2018","2018",116134,"‡","UIS Estimation"
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","COG","Congo","2018","2018",28985,"‡","UIS Estimation"
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","KEN","Kenya","2014","2014",2388905,"‡","UIS Estimation"
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","KEN","Kenya","2018","2018",2404264,"‡","UIS Estimation"
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","40525","Arab States","2014","2014",6806940,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","40525","Arab States","2015","2015",9131870,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","40525","Arab States","2016","2016",7469253,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","40525","Arab States","2017","2017",7054377,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","40525","Arab States","2018","2018",9765866,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","40525","Arab States","2019","2019",9676025,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","COM","Comoros","2018","2018",35376,"‡","UIS Estimation"
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","IND","India","2018","2018",20537897,"‡","UIS Estimation"
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","JAM","Jamaica","2014","2014",20147,"‡","UIS Estimation"
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","NPL","Nepal","2018","2018",4564435,"‡","UIS Estimation"
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","AFG","Afghanistan","2018","2018",335121,"‡","UIS Estimation"
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","40540","Sub-Saharan Africa","2014","2014",78898497,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","40540","Sub-Saharan Africa","2015","2015",80035703,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","40540","Sub-Saharan Africa","2016","2016",81166573,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","40540","Sub-Saharan Africa","2017","2017",83043849,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","40540","Sub-Saharan Africa","2018","2018",84342705,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","40540","Sub-Saharan Africa","2019","2019",86025621,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","KWT","Kuwait","2015","2015",65686,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","KWT","Kuwait","2017","2017",62999,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","KWT","Kuwait","2018","2018",62161,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","40617","Western Asia and Northern Africa","2014","2014",19591871,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","40617","Western Asia and Northern Africa","2015","2015",23153791,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","40617","Western Asia and Northern Africa","2016","2016",22233584,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","40617","Western Asia and Northern Africa","2017","2017",21988573,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","40617","Western Asia and Northern Africa","2018","2018",26232681,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","40617","Western Asia and Northern Africa","2019","2019",26475869,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","IDN","Indonesia","2014","2014",2414361,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","IDN","Indonesia","2015","2015",3184365,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","IDN","Indonesia","2016","2016",3183762,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","IDN","Indonesia","2018","2018",2952924,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","PRI","Puerto Rico","2017","2017",17867,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","THA","Thailand","2015","2015",4021175,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","THA","Thailand","2018","2018",3589297,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","CRI","Costa Rica","2018","2018",21816,"‡","UIS Estimation"
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","PHL","Philippines","2015","2015",610055,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","URY","Uruguay","2014","2014",16752,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","URY","Uruguay","2015","2015",16019,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","URY","Uruguay","2016","2016",16341,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","URY","Uruguay","2017","2017",14804,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","URY","Uruguay","2018","2018",14253,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","HND","Honduras","2014","2014",750619,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","HND","Honduras","2015","2015",730355,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","HND","Honduras","2016","2016",683800,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","HND","Honduras","2018","2018",837525,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","NCL","New Caledonia","2014","2014",4422,"‡","UIS Estimation"
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","ARG","Argentina","2014","2014",79331,"‡","UIS Estimation"
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","ARG","Argentina","2015","2015",77997,"‡","UIS Estimation"
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","ARG","Argentina","2016","2016",86442,"‡","UIS Estimation"
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","ARG","Argentina","2018","2018",102052,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","CIV","Côte d'Ivoire","2014","2014",2173228,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","CIV","Côte d'Ivoire","2018","2018",2153690,"‡","UIS Estimation"
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","MDV","Maldives","2014","2014",200,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","MDV","Maldives","2016","2016",298,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","PAK","Pakistan","2014","2014",3666384,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","PAK","Pakistan","2017","2017",3909702,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","ZWE","Zimbabwe","2014","2014",9973,"‡","UIS Estimation"
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","SYC","Seychelles","2018","2018",3064,"‡","UIS Estimation"
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","BEN","Benin","2018","2018",1558022,"‡","UIS Estimation"
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","40612","Asia (Central)","2014","2014",13880,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","40612","Asia (Central)","2015","2015",14059,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","40612","Asia (Central)","2016","2016",14207,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","40612","Asia (Central)","2017","2017",14359,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","40612","Asia (Central)","2018","2018",16708,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","40612","Asia (Central)","2019","2019",14613,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","OMN","Oman","2014","2014",6055,"+","National Estimation"
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","OMN","Oman","2015","2015",5317,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","OMN","Oman","2016","2016",8441,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","OMN","Oman","2017","2017",8789,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","OMN","Oman","2018","2018",8843,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","MLI","Mali","2015","2015",152818,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","MLI","Mali","2018","2018",154113,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","BOL","Bolivia (Plurinational State of)","2015","2015",12547,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","SAU","Saudi Arabia","2017","2017",266969,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","ETH","Ethiopia","2017","2017",8244386,"‡","UIS Estimation"
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","JOR","Jordan","2018","2018",12642,"‡","UIS Estimation"
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","BRB","Barbados","2014","2014",487,"‡","UIS Estimation"
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","MTQ","Martinique","2014","2014",6702,"‡","UIS Estimation"
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","ARG","Argentina","2014","2014",143291,"‡","UIS Estimation"
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","ARG","Argentina","2015","2015",131683,"‡","UIS Estimation"
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","ARG","Argentina","2016","2016",140072,"‡","UIS Estimation"
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","ARG","Argentina","2018","2018",170377,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","SWZ","Eswatini","2018","2018",39469,"‡","UIS Estimation"
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","40613","Asia (South-eastern)","2014","2014",2792397,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","40613","Asia (South-eastern)","2015","2015",2449105,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","40613","Asia (South-eastern)","2016","2016",2509471,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","40613","Asia (South-eastern)","2017","2017",2484529,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","40613","Asia (South-eastern)","2018","2018",2413529,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","40613","Asia (South-eastern)","2019","2019",2428471,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","CZE","Czechia","2016","2016",15033,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","40510","World","2014","2014",332627744,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","40510","World","2015","2015",329249057,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","40510","World","2016","2016",326605456,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","40510","World","2017","2017",326359716,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","40510","World","2018","2018",325262888,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","40510","World","2019","2019",323038978,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","RWA","Rwanda","2014","2014",758792,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","RWA","Rwanda","2018","2018",803552,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","JAM","Jamaica","2014","2014",79850,"‡","UIS Estimation"
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","KHM","Cambodia","2014","2014",755581,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","KHM","Cambodia","2015","2015",683262,,
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","KWT","Kuwait","2015","2015",104152,,
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","KWT","Kuwait","2017","2017",100004,,
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","KWT","Kuwait","2018","2018",100786,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","40540","Sub-Saharan Africa","2014","2014",6190195,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","40540","Sub-Saharan Africa","2015","2015",6332597,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","40540","Sub-Saharan Africa","2016","2016",6410209,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","40540","Sub-Saharan Africa","2017","2017",6740944,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","40540","Sub-Saharan Africa","2018","2018",6833659,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","40540","Sub-Saharan Africa","2019","2019",6960018,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","TZA","United Republic of Tanzania","2015","2015",222565,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","ECU","Ecuador","2014","2014",265050,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","ECU","Ecuador","2015","2015",243960,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","ECU","Ecuador","2016","2016",265778,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","ECU","Ecuador","2017","2017",371206,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","MEX","Mexico","2014","2014",655928,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","MEX","Mexico","2015","2015",680321,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","MEX","Mexico","2016","2016",645788,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","MEX","Mexico","2017","2017",659845,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","MEX","Mexico","2018","2018",636314,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","MOZ","Mozambique","2015","2015",2031736,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","MOZ","Mozambique","2017","2017",2039022,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","ESP","Spain","2014","2014",384592,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","ESP","Spain","2015","2015",379780,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","ESP","Spain","2016","2016",352913,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","ESP","Spain","2018","2018",321347,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","COM","Comoros","2018","2018",8222,"‡","UIS Estimation"
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","GLP","Guadeloupe","2014","2014",12692,"‡","UIS Estimation"
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","ABW","Aruba","2018","2018",30,"‡","UIS Estimation"
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","CHL","Chile","2015","2015",238026,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","CHL","Chile","2017","2017",277038,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","GIN","Guinea","2014","2014",1573228,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","TUR","Turkey","2014","2014",2655978,,
